pop,tr,plantID,year,area,log_size,surv,log_size_t0,growth
TopUpper,1,707,2024,56.50619072214817,4.034350202453515,1,3.650336319487148,0.38401388296636707
TopUpper,1,707,2025,62.54446484502,4.135877741310969,1,4.034350202453515,0.10152753885745369
TopUpper,1,709,2023,31.632741228718345,3.454192699029232,1,3.215684828985229,0.2385078700440033
TopUpper,1,710,2023,98.18140899333463,4.58681687965073,1,4.60268916399806,-0.015872284347330456
TopUpper,1,710,2024,94.61061266653972,4.5497696544013335,1,4.58681687965073,-0.0370472252493963
TopUpper,1,710,2025,94.61061266653972,4.5497696544013335,1,4.5497696544013335,0
TopUpper,1,711,2023,17.13716694115407,2.841249610193618,1,2.5196927014624024,0.3215569087312158
TopUpper,1,711,2024,18.13716694115407,2.897963255045375,1,2.841249610193618,0.05671364485175667
TopUpper,1,711,2025,21.27875959474386,3.0577093730538487,1,2.897963255045375,0.15974611800847383
TopUpper,1,712,2023,31.3610597594363,3.4455669882605964,1,3.497900994780836,-0.05233400652023956
TopUpper,1,712,2024,42.9701294554942,3.760505210477134,1,3.4455669882605964,0.3149382222165378
TopUpper,1,712,2025,42.785837720205684,3.7562071534424057,1,3.760505210477134,-0.004298057034728409
TopUpper,1,713,2023,7.783185307179586,2.051965676916428,1,2.287875600305795,-0.23590992338936712
TopUpper,1,713,2024,12.995574287564276,2.56460886008075,1,2.051965676916428,0.5126431831643221
TopUpper,1,713,2025,13.495574287564276,2.602361801145407,1,2.56460886008075,0.0377529410646571
TopUpper,1,714,2023,1169.4578652988005,7.0642955574135184,1,6.747955105514286,0.3163404518992321
TopUpper,1,714,2024,1172.4423783197108,7.066844354822589,1,7.0642955574135184,0.0025487974090703247
TopUpper,1,714,2025,1203.7012252229292,7.093156443265814,1,7.066844354822589,0.02631208844322508
TopUpper,1,715,2023,52.982297150257104,3.969957841723457,1,3.809509887999004,0.1604479537244532
TopUpper,1,715,2024,52.982297150257104,3.969957841723457,1,3.969957841723457,0
TopUpper,1,715,2025,56.553093477052,4.035179904462098,1,3.969957841723457,0.06522206273864128
TopUpper,1,716,2023,21.77875959474386,3.0809351643101865,1,2.745112857476373,0.33582230683381376
TopUpper,1,716,2024,27.491148575128552,3.313864082865935,1,3.0809351643101865,0.2329289185557486
TopUpper,1,716,2025,29.061944901923447,3.369429583016294,1,3.313864082865935,0.05556550015035899
TopUpper,1,717,2023,35.77433388230814,3.577230705627186,1,3.438260038036318,0.13897066759086796
TopUpper,1,717,2024,38.84513020910303,3.6595827204138347,1,3.577230705627186,0.08235201478664855
TopUpper,1,717,2025,40.91592653589793,3.711519389107225,1,3.6595827204138347,0.05193666869339042
TopUpper,1,718,2023,28.561944901923447,3.3520752339596087,1,3.0577093730538487,0.29436586090576
TopUpper,1,718,2024,27.991148575128552,3.331888337881174,1,3.3520752339596087,-0.020186896078434824
TopUpper,1,718,2025,23.34955592153876,3.1505779655845374,1,3.331888337881174,-0.1813103722966365
TopUpper,1,719,2023,70.22278262212912,4.251672797157216,1,4.227166282995164,0.024506514162052184
TopUpper,1,719,2024,46.269023027385266,3.83447268809442,1,4.251672797157216,-0.4172001090627959
TopUpper,1,719,2025,32.34513020910303,3.476463475120959,1,3.83447268809442,-0.3580092129734611
TopUpper,1,720,2023,20.207963267948966,3.0060767479079957,1,2.8700084334374365,0.13606831447055923
TopUpper,1,720,2024,23.84955592153876,3.171765597519022,1,3.0060767479079957,0.16568884961102626
TopUpper,1,720,2025,22.27875959474386,3.103633740023793,1,3.171765597519022,-0.06813185749522876
TopUpper,1,721,2023,42.849775699942874,3.7577004104896656,1,3.980673563237426,-0.2229731527477603
TopUpper,1,721,2024,55.69468613064179,4.019884740777939,1,3.7577004104896656,0.26218433028827315
TopUpper,1,721,2025,55.69468613064179,4.019884740777939,1,4.019884740777939,0
TopUpper,1,722,2023,27.991148575128552,3.331888337881174,1,3.2550284612194202,0.07685987666175365
TopUpper,1,722,2024,34.70353755551324,3.5468416286013493,1,3.331888337881174,0.21495329072017544
TopUpper,1,722,2025,34.70353755551324,3.5468416286013493,1,3.5468416286013493,0
TopUpper,1,723,2023,10.353981633974483,2.3373711446684475,1,2.745112857476373,-0.40774171280792526
TopUpper,1,723,2024,10.353981633974483,2.3373711446684475,1,2.3373711446684475,0
TopUpper,1,723,2025,10.353981633974483,2.3373711446684475,1,2.3373711446684475,0
